MONTH,SALESFORCE_PROJECT_ID,PROJECT_ID,USER_ID,USER_TYPE,USER_POSITION,MODULE_NAME,ATTRIBUTES,INDUSTRIES,SESSIONS
2023-12-01,0015700002E7ACoAAN,34464,11183717535281120387,customer,,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",3
2023-06-01,001D0000017K5AYIA0,18304,10731936944705559542,customer,Content management,Alerts,,"[
  ""fashion""
]",3
2023-09-01,00157000023oFnEAAU,18256,16914147436429375575,customer,Merchandising,Segments,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",3
2023-09-01,00157000021SSkMAAW,37232,4957774998288219638,customer,Product management,Session Replay,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",5
2023-08-01,0017T00000KCDF0QAP,56592,9974917280217022933,customer,Product management,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-05-01,0015700001u7XmsAAE,3272,12259059070694124924,customer,Analytics,Segments,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",2
2023-05-01,001D0000010w8ETIAY,4234,4932713175909655494,customer,Analytics,Log Visualizer,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",2
2023-01-01,0015700002G4DQhAAN,36896,14079614961674684483,customer,Technical / IT / Security,Session Replay,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-01-01,0012o00002grS3IAAU,3050,9793584481027421533,customer,Analytics,Page Comparator,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c""
]","[
  ""food_supplies""
]",2
2023-06-01,001D000001YZu6fIAD,13616,11060554217674838976,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""luxury""
]",2
2023-11-01,0015700001unVFDAA2,32144,17287118330828233499,customer,Product management,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-01-01,0015700002IbCltAAF,17728,14438064550039793477,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-10-01,0015700001yNxwqAAC,2043,17629526774571127823,customer,Technical / IT / Security,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",2
2023-02-01,00157000027BFRhAAO,22032,6610998029648921428,customer,Product management,Zoning Analysis,"[
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-11-01,0015700001rxLCeAAM,54992,4412976607318903281,customer,Analytics,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-09-01,001D000000vhmNjIAI,18704,14230078912445139173,customer,Analytics,Mappings,"[
  ""e_commerce""
]","[
  ""fashion""
]",3
2023-03-01,001D000001YZu6fIAD,13616,6794132178484893993,customer,Product management,Log Visualizer,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""luxury""
]",3
2023-06-01,0012o00002grS3IAAU,3052,6634648507674287990,customer,Merchandising,Zoning Analysis,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c""
]","[
  ""food_supplies""
]",1
2023-10-01,00157000021SG5FAAW,33136,10784598893424748708,customer,Optimisation / Performance,Mappings,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-06-01,001D000000qxlgbIAA,22176,13111392373983595198,customer,Optimisation / Performance,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",7
2023-12-01,0015700002EVYo2AAH,42336,13115288399865721751,customer,Product management,Goals & Key events,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-01-01,0017T00000DjrXGQAZ,33520,13652973715322694811,customer,Analytics,Mappings,,"[
  ""consumer_equipment""
]",1
2023-01-01,001D000000qxlgbIAA,22176,14372222410996611222,customer,Content management,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-07-01,0012o00002izOxrAAE,46960,9507406596795072889,customer,Technical / IT / Security,Log Visualizer,"[
  ""b2c""
]","[
  ""entertainment""
]",3
2023-12-01,00157000020XsBpAAK,5051,1123863504818359408,customer,,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",2
2023-01-01,00157000020XsBpAAK,5051,5970113659132614667,customer,Others,Mappings,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-10-01,0015700001yNxwqAAC,2041,7540043679308452054,customer,,Zoning Analysis,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",1
2023-07-01,00157000025jUbvAAE,12928,11013216634894535222,customer,Marketing,Page Comparator,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-11-01,0012o00002KBfuXAAT,28112,18267285810383692423,customer,Product management,Mappings,,"[
  ""travel""
]",1
2023-02-01,0012o00002sYNE9AAO,17984,11848168798399474010,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",9
2023-09-01,0015700002IsJ5FAAV,40784,1065642899728488595,customer,Analytics,Journey Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""consumer_equipment""
]",2
2023-05-01,0015700002G4DQhAAN,37712,17410850675847763837,customer,Analytics,Homepage,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-02-01,001D000000qxlgbIAA,22176,12683221504372086330,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",6
2023-06-01,0017T00000547ZjQAI,29824,3787174844191585393,customer,UI / UX Design,Workspace,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-03-01,001D000000xmDJ0IAM,37296,689060825591733400,customer,Data science,Page Comparator,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",1
2023-06-01,00157000023oFnEAAU,18256,17732786786086855544,customer,Analytics,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-08-01,0012o00002aVlq0AAC,33552,11292692761147606176,customer,Content management,Zoning Analysis,"[
  ""b2c"",
  ""pure_player""
]","[
  ""finance_insurance""
]",1
2023-09-01,0017T0000054mjOQAQ,24976,6970769987668301399,customer,Analytics,Session Replay,"[
  ""affiliate""
]","[
  ""marketplace""
]",1
2023-05-01,00157000023lXzrAAE,21520,4066257763928621134,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""travel""
]",4
2023-11-01,00157000020XsBpAAK,31120,16935202568970662193,customer,Others,Page Comparator,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-11-01,001D000000xmDJ0IAM,37248,689060825591733400,customer,Data science,Accounts,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",1
2023-06-01,001D000001WUTfTIAX,1287,18320511771638004046,customer,Analytics,Goals & Key events,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",1
2023-01-01,001D0000010w8ETIAY,3454,1017684539446242860,customer,Data science,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-02-01,00157000021SSkMAAW,37232,16452509496715779767,customer,,Impact Quantification,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-04-01,00157000027gXr7AAE,46128,7626067560603750691,customer,Product management,Homepage,,"[
  ""entertainment""
]",3
2023-07-01,0015700001unVFDAA2,32144,9096651298885310552,customer,Optimisation / Performance,Homepage,"[
  ""e_commerce"",
  ""b2c""
]","[
  ""food_supplies""
]",1
2023-02-01,0017T0000054mjOQAQ,24976,17427684789243456472,customer,UI / UX Design,Homepage,"[
  ""affiliate""
]","[
  ""marketplace""
]",2
2023-09-01,00157000028bRaFAAU,28880,9589261230398991669,customer,Analytics,Homepage,"[
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-11-01,001D000000xmDJ0IAM,37264,15199283690872281945,customer,Analytics,Homepage,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",3
2023-09-01,001D000000ymwoVIAQ,32544,14324906487761205536,customer,Optimisation / Performance,Zoning Analysis,"[
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""consumer_equipment""
]",1
2023-09-01,00157000027AbEzAAK,57920,8241787438698334184,customer,Technical / IT / Security,Workspace,"[
  ""b2c""
]","[
  ""cosmetics""
]",2
2023-08-01,00157000025jUbvAAE,12960,11013216634894535222,customer,Marketing,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-02-01,0015700001yNxwqAAC,2043,17915685689718354472,customer,Technical / IT / Security,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""lead_generation""
]","[
  ""vehicle""
]",4
2023-08-01,00157000023lXzrAAE,21520,4066257763928621134,customer,UI / UX Design,Page Comparator,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""travel""
]",1
2023-05-01,00157000021SSkMAAW,37232,10936823563700357817,customer,Product management,Settings,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-07-01,0017T00000AjokmQAB,45312,18322847148300586311,customer,UI / UX Design,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",3
2023-01-01,0012o00002tTy5hAAC,33424,18114418516197203632,customer,Product management,Journey Analysis,,"[
  ""health_supplies""
]",1
2023-06-01,001D0000017K5AYIA0,18304,11091374927461661052,customer,Product management,Homepage,,"[
  ""fashion""
]",1
2023-11-01,0015700002E7ACoAAN,34448,45039237095688656,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""health_supplies""
]",2
2023-03-01,0017T0000054mjOQAQ,24976,15396202149068059923,customer,Product management,Journey Analysis,"[
  ""affiliate""
]","[
  ""marketplace""
]",6
2023-04-01,0015700002BjSttAAF,5230,3674799720794664778,customer,Product management,Page Comparator,"[
  ""e_commerce"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",1
2023-08-01,0015700001xOIhgAAG,43888,9053434942820277621,customer,Others,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""b2c""
]","[
  ""fashion""
]",3
2023-01-01,00157000020XsBpAAK,5029,8481423367885819166,customer,,Homepage,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-06-01,00157000021SG5FAAW,33168,2119303132940186576,customer,Product management,Homepage,"[
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-10-01,0012o00002qridqAAA,39952,7925801462654106370,customer,Optimisation / Performance,Session Replay,"[
  ""e_commerce""
]","[
  ""luxury""
]",1
2023-09-01,0015700002G4DQhAAN,36896,13881351435812012401,customer,Analytics,Funnel,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-11-01,00157000020GqK7AAK,5828,17725307167881146391,customer,Analytics,Page Comparator,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-02-01,00157000025jUbvAAE,12928,11013216634894535222,customer,Marketing,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",2
2023-01-01,00157000023oFnEAAU,18256,5710752769185188679,customer,Merchandising,Session Replay,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",2
2023-10-01,0015700001wVJYBAA4,1923,17545760681906384948,customer,Marketing,Zoning Analysis,"[
  ""b2c"",
  ""affiliate"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""food_supplies""
]",3
2023-06-01,0015700001svWnvAAE,31728,2648187557992615445,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",4
2023-09-01,00157000026BvjVAAS,40576,18339845059325859601,customer,,Journey Analysis,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-01-01,001D0000010w8ETIAY,3454,9173595381225346144,customer,Product management,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-04-01,00157000021SdS3AAK,5303,4178496312225202853,customer,,Journey Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",3
2023-06-01,0012o00002JL7ziAAD,19168,2482564059827185018,customer,Product management,Zoning Analysis,"[
  ""b2c""
]","[
  ""travel""
]",4
2023-11-01,0012o00003DL8DFAA1,55856,16460659484225457358,customer,,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""cosmetics""
]",1
2023-06-01,001D000000xmDJ0IAM,37248,10489023516204243463,customer,Data science,Homepage,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",3
2023-02-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analytics,Impact Quantification,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-05-01,0015700002By5jRAAR,4753,14502882964868621213,customer,Technical / IT / Security,Page Comparator,"[
  ""b2c""
]","[
  ""finance_insurance""
]",2
2023-10-01,00157000025jUbvAAE,12928,9560043673979360911,customer,Analytics,Segments,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-09-01,001D000001UZQ8hIAH,4984,7182880210250483158,customer,Data science,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",1
2023-10-01,001D000000vhmaWIAQ,4594,1455936540850662912,customer,Product management,Alerts,"[
  ""b2b"",
  ""b2c"",
  ""lead_generation"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""energy""
]",2
2023-05-01,0015700001u7XmsAAE,3247,12259059070694124924,customer,Analytics,Segments,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",4
2023-12-01,001D000000qxlgbIAA,22176,11526769965049127477,customer,Merchandising,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",2
2023-09-01,00157000021SdS3AAK,5303,7770065002728047115,customer,Others,Zoning Analysis,"[
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""fashion""
]",2
2023-12-01,001D000000xmDJ0IAM,37264,10489023516204243463,customer,Data science,Page Comparator,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",1
2023-07-01,0015700002F7YDSAA3,27760,1914295244961673927,customer,Analytics,Page Comparator,"[
  ""b2b""
]","[
  ""industrial""
]",1
2023-09-01,001D0000010w8ETIAY,4233,6127419957501228770,customer,Optimisation / Performance,Zoning Analysis,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",1
2023-07-01,00157000027gXr7AAE,46112,7047484802508803280,customer,Analytics,Journey Analysis,,"[
  ""entertainment""
]",4
2023-04-01,0015700002IsJ5FAAV,40784,9591942858837068735,customer,Others,Funnel,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""consumer_equipment""
]",3
2023-01-01,0017T00000547ZjQAI,29840,3787174844191585393,customer,UI / UX Design,Log Visualizer,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-12-01,0012o00002JMHjVAAX,53296,3864158506707050348,customer,Optimisation / Performance,Zoning Analysis,,"[
  ""food_supplies""
]",3
2023-03-01,001D000000vhmaWIAQ,4594,5676481244115343177,customer,Analytics,Session Replay,"[
  ""b2b"",
  ""b2c"",
  ""lead_generation"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""energy""
]",2
2023-10-01,00157000028bRaFAAU,28896,15592685096389587876,customer,,Journey Analysis,"[
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-11-01,0015700001u7XmsAAE,3247,14874024703530810500,customer,Others,Funnel,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""entertainment""
]",1
2023-09-01,0015700002By5jRAAR,4753,13139028758107443853,customer,Technical / IT / Security,Journey Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",9
2023-03-01,001D000000qxlgbIAA,22176,4885779987497758142,customer,Product management,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-10-01,0015700001u7XmsAAE,3247,12259059070694124924,customer,Analytics,Segments,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""entertainment""
]",1
2023-10-01,00157000020XsBpAAK,5029,1519729813437929208,customer,Others,Journey Analysis,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-08-01,00157000026BvjVAAS,40576,7816759275557803048,customer,Merchandising,Impact Quantification,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-02-01,001D000000sWJ8GIAW,4609,3244385822651695241,customer,Product management,Page Comparator,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-09-01,00157000027gXr7AAE,46112,7626067560603750691,customer,Product management,Mappings,,"[
  ""entertainment""
]",2
2023-01-01,00157000024ZPYuAAO,24128,12135091527959752313,customer,Technical / IT / Security,Zoning Analysis,"[
  ""b2c""
]","[
  ""industrial""
]",3
2023-07-01,0012o00002qridqAAA,39952,12797179604355446714,customer,Others,Funnel,"[
  ""e_commerce""
]","[
  ""luxury""
]",1
2023-10-01,001D000000vhmNjIAI,18688,16669949602915627303,customer,,Homepage,"[
  ""e_commerce""
]","[
  ""fashion""
]",4
2023-09-01,00157000020XsBpAAK,31120,2603727503262271799,customer,Product management,Funnel,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-08-01,0012o00002zLycwAAC,31136,4431624862218646470,customer,Optimisation / Performance,Journey Analysis,"[
  ""e_commerce""
]","[
  ""travel""
]",4
2023-10-01,0012o00002sYNE9AAO,18000,2690284320990399641,customer,Product management,Journey Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-01-01,00157000020YJnzAAG,5849,7486130003860397092,customer,Optimisation / Performance,Log Visualizer,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",1
2023-08-01,001D000001WUTfTIAX,1287,5082527881047207429,customer,Analytics,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""travel""
]",4
2023-08-01,00157000026Yg1OAAS,45120,17183000901166381533,customer,Technical / IT / Security,Page Comparator,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",6
2023-02-01,0017T00000DjrXGQAZ,33536,3876697113139640553,customer,Marketing,Segments,,"[
  ""consumer_equipment""
]",1
2023-12-01,0012o00003DL8DFAA1,55840,11497042848263284954,customer,Analytics,Mappings,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""cosmetics""
]",1
2023-06-01,00157000023oFnEAAU,18224,10515600562253519160,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",3
2023-11-01,0012o00002izOxrAAE,46944,11294386521074687314,customer,Product management,Log Visualizer,"[
  ""b2c""
]","[
  ""entertainment""
]",3
2023-02-01,001D000000qxlgbIAA,22176,14647266856216547368,customer,Optimisation / Performance,Goals & Key events,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-09-01,0012o00002MZCPgAAP,39328,7971899574958939309,customer,Product management,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",1
2023-10-01,00157000023oFnEAAU,18224,8195760051351196755,customer,Merchandising,Mappings,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""marketplace""
]",1
2023-10-01,00157000020XsBpAAK,31120,2603727503262271799,customer,Product management,Goals & Key events,"[
  ""e_commerce"",
  ""brick_mortar"",
  ""b2b"",
  ""b2c""
]","[
  ""telecom""
]",1
2023-09-01,001D000000vhmNjIAI,18688,14230078912445139173,customer,Analytics,Journey Analysis,"[
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-03-01,0015700002By6IxAAJ,44640,15450271193586940166,customer,Product management,Homepage,,"[
  ""travel""
]",3
2023-10-01,001D000000xmDJ0IAM,37264,10489023516204243463,customer,Data science,Homepage,"[
  ""b2b2c"",
  ""b2b""
]","[
  ""food_supplies""
]",2
2023-02-01,001D000001j28lUIAQ,37312,7851732280944249314,customer,Analytics,Page Comparator,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",1
2023-09-01,0015700002EVYo2AAH,42336,13115288399865721751,customer,Product management,Zoning Analysis,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-02-01,001D000001j28lUIAQ,37312,7851732280944249314,customer,Analytics,Zoning Analysis,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",1
2023-12-01,001D000000via0TIAQ,56896,651306035533666593,customer,,Homepage,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_domain""
]","[
  ""food_supplies""
]",1
2023-12-01,00157000020IAXmAAO,51376,3468164485724543104,customer,Technical / IT / Security,Alerts,"[
  ""b2c"",
  ""b2b"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""travel""
]",1
2023-01-01,0015700001svWnvAAE,31728,4048928502239755788,customer,UI / UX Design,Page Comparator,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",1
2023-03-01,0015700001rxLCeAAM,5753,14010529110171155250,customer,Product management,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-03-01,001D000000ymwoVIAQ,32560,14324906487761205536,customer,Optimisation / Performance,Mappings,"[
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""consumer_equipment""
]",2
2023-12-01,001D000000ymwoVIAQ,32560,17281386710273860068,customer,UI / UX Design,Segments,"[
  ""e_commerce"",
  ""brick_mortar""
]","[
  ""consumer_equipment""
]",1
2023-09-01,0012o00002yZrG8AAK,41344,2353225871717426666,customer,Analytics,Accounts,"[
  ""b2b"",
  ""b2b2c"",
  ""b2c"",
  ""pure_player""
]","[
  ""personal_services""
]",1
2023-09-01,001D000001LgtF0IAJ,4960,2274700120377653980,customer,Content management,Homepage,,"[
  ""energy""
]",2
2023-01-01,001D000000viZaqIAE,3516,16640734484997791307,customer,Analytics,Homepage,"[
  ""e_commerce"",
  ""pure_player"",
  ""b2b2c""
]","[
  ""marketplace""
]",1
2023-10-01,0012o00002iOpoMAAS,61280,12667680656206808653,customer,Product management,Page Comparator,"[
  ""e_commerce""
]","[
  ""consumer_equipment""
]",2
2023-04-01,0015700002G4DQhAAN,36896,9023707703672200557,customer,Analytics,Segments,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-04-01,00157000023lXzrAAE,21520,8871173368816956024,customer,Optimisation / Performance,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""travel""
]",1
2023-06-01,0015700001u7XmsAAE,3247,12259059070694124924,customer,Analytics,Homepage,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""entertainment""
]",4
2023-11-01,0017T0000054mjOQAQ,24992,4479859541461396289,customer,Analytics,Journey Analysis,"[
  ""affiliate""
]","[
  ""marketplace""
]",2
2023-11-01,0012o00002MZCPgAAP,39328,7971899574958939309,customer,Product management,Page Comparator,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""cosmetics""
]",2
2023-02-01,0015700001rxLCeAAM,5754,2756597182951280422,customer,Others,Page Comparator,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",1
2023-06-01,0015700001u7XmsAAE,3247,12539565303036360433,customer,Acquisition,Page Comparator,"[
  ""b2c"",
  ""pure_player"",
  ""e_commerce""
]","[
  ""consumer_equipment""
]",1
2023-01-01,0012o00002sYNE9AAO,17984,11848168798399474010,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",1
2023-09-01,00157000024ZCqeAAG,51488,5314039214697670655,customer,Dev / IT / QA / Security,Homepage,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""fashion""
]",2
2023-02-01,001D0000010w8ETIAY,4233,4932713175909655494,customer,Analytics,Impact Quantification,"[
  ""b2c"",
  ""brick_mortar"",
  ""e_commerce"",
  ""multi_country""
]","[
  ""fashion""
]",2
2023-03-01,001D000001j28lUIAQ,37856,2611761762860172641,customer,UI / UX Design,Zoning Analysis,"[
  ""b2b2c"",
  ""lead_generation"",
  ""pure_player""
]","[
  ""software""
]",1
2023-03-01,00157000025jUbvAAE,12928,7222142751115289747,customer,UI / UX Design,Homepage,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",5
2023-07-01,0015700002By5jRAAR,4754,14720707437558008970,customer,Technical / IT / Security,Mappings,"[
  ""b2c""
]","[
  ""finance_insurance""
]",1
2023-05-01,00157000025jUbvAAE,12928,17628565700672659109,customer,Analytics,Segments,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",1
2023-02-01,0015700002By5jRAAR,4754,15739029056534277128,customer,Analytics,Goals & Key events,"[
  ""b2c""
]","[
  ""finance_insurance""
]",3
2023-05-01,001D00000180LhwIAE,3603,8991514122707276680,customer,Technical / IT / Security,Homepage,"[
  ""b2c"",
  ""pure_player""
]","[
  ""finance_insurance""
]",1
2023-09-01,00157000026BvjVAAS,40576,15941336151244973140,customer,,Journey Analysis,"[
  ""b2c"",
  ""pure_player""
]","[
  ""food_supplies""
]",1
2023-05-01,0012o00002qridqAAA,39952,12797179604355446714,customer,Others,Mappings,"[
  ""e_commerce""
]","[
  ""fashion""
]",4
2023-02-01,001D000001UZQ8hIAH,4994,4375210672349684538,customer,Analytics,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce"",
  ""pure_player""
]","[
  ""fashion""
]",2
2023-08-01,00157000025jUbvAAE,12928,7222142751115289747,customer,UI / UX Design,Mappings,"[
  ""b2c"",
  ""e_commerce"",
  ""brick_mortar"",
  ""multi_country"",
  ""multi_domain""
]","[
  ""consumer_equipment""
]",5
2023-06-01,0012o00002sYNE9AAO,17984,11791180018493060643,customer,UI / UX Design,Zoning Analysis,"[
  ""b2c"",
  ""e_commerce""
]","[
  ""food_supplies""
]",3
